time,id,x,y,vx,vy,mass,radius,alive
0,1,50.6,51.2,30,60,1,6,1
0,2,100.2,59.8,10,-10,1.2,7,1
0,3,199.6,249.2,-20,-40,1.5,8,1
0,4,299,80.4,-50,20,0.9,5.5,1
0,5,120.1,119.4,5,-30,1,6,1
0.02,1,51.2,52.4,30,60,1,6,1
0.02,2,100.4,59.6,10,-10,1.2,7,1
0.02,3,199.2,248.4,-20,-40,1.5,8,1
0.02,4,298,80.8,-50,20,0.9,5.5,1
0.02,5,120.2,118.8,5,-30,1,6,1
0.04,1,51.8,53.6,30,60,1,6,1
0.04,2,100.6,59.4,10,-10,1.2,7,1
0.04,3,198.8,247.6,-20,-40,1.5,8,1
0.04,4,297,81.2,-50,20,0.9,5.5,1
0.04,5,120.3,118.2,5,-30,1,6,1
0.06,1,52.4,54.8,30,60,1,6,1
0.06,2,100.8,59.2,10,-10,1.2,7,1
0.06,3,198.4,246.8,-20,-40,1.5,8,1
0.06,4,296,81.6,-50,20,0.9,5.5,1
0.06,5,120.4,117.6,5,-30,1,6,1
0.08,1,53,56,30,60,1,6,1
0.08,2,101,59,10,-10,1.2,7,1
0.08,3,198,246,-20,-40,1.5,8,1
0.08,4,295,82,-50,20,0.9,5.5,1
0.08,5,120.5,117,5,-30,1,6,1
0.1,1,53.6,57.2,30,60,1,6,1
0.1,2,101.2,58.8,10,-10,1.2,7,1
0.1,3,197.6,245.2,-20,-40,1.5,8,1
0.1,4,294,82.4,-50,20,0.9,5.5,1
0.1,5,120.6,116.4,5,-30,1,6,1
0.12,1,54.2,58.4,30,60,1,6,1
0.12,2,101.4,58.6,10,-10,1.2,7,1
0.12,3,197.2,244.4,-20,-40,1.5,8,1
0.12,4,293,82.8,-50,20,0.9,5.5,1
0.12,5,120.7,115.8,5,-30,1,6,1
0.14,1,54.8,59.6,30,60,1,6,1
0.14,2,101.6,58.4,10,-10,1.2,7,1
0.14,3,196.8,243.6,-20,-40,1.5,8,1
0.14,4,292,83.2,-50,20,0.9,5.5,1
0.14,5,120.8,115.2,5,-30,1,6,1
0.16,1,55.4,60.8,30,60,1,6,1
0.16,2,101.8,58.2,10,-10,1.2,7,1
0.16,3,196.4,242.8,-20,-40,1.5,8,1
0.16,4,291,83.6,-50,20,0.9,5.5,1
0.16,5,120.9,114.6,5,-30,1,6,1
0.18,1,56,62,30,60,1,6,1
0.18,2,102,58,10,-10,1.2,7,1
0.18,3,196,242,-20,-40,1.5,8,1
0.18,4,290,84,-50,20,0.9,5.5,1
0.18,5,121,114,5,-30,1,6,1
0.2,1,56.6,63.2,30,60,1,6,1
0.2,2,102.2,57.8,10,-10,1.2,7,1
0.2,3,195.6,241.2,-20,-40,1.5,8,1
0.2,4,289,84.4,-50,20,0.9,5.5,1
0.2,5,121.1,113.4,5,-30,1,6,1
0.22,1,57.2,64.4,30,60,1,6,1
0.22,2,102.4,57.6,10,-10,1.2,7,1
0.22,3,195.2,240.4,-20,-40,1.5,8,1
0.22,4,288,84.8,-50,20,0.9,5.5,1
0.22,5,121.2,112.8,5,-30,1,6,1
0.24,1,57.8,65.6,30,60,1,6,1
0.24,2,102.6,57.4,10,-10,1.2,7,1
0.24,3,194.8,239.6,-20,-40,1.5,8,1
0.24,4,287,85.2,-50,20,0.9,5.5,1
0.24,5,121.3,112.2,5,-30,1,6,1
0.26,1,58.4,66.8,30,60,1,6,1
0.26,2,102.8,57.2,10,-10,1.2,7,1
0.26,3,194.4,238.8,-20,-40,1.5,8,1
0.26,4,286,85.6,-50,20,0.9,5.5,1
0.26,5,121.4,111.6,5,-30,1,6,1
0.28,1,59,68,30,60,1,6,1
0.28,2,103,57,10,-10,1.2,7,1
0.28,3,194,238,-20,-40,1.5,8,1
0.28,4,285,86,-50,20,0.9,5.5,1
0.28,5,121.5,111,5,-30,1,6,1
0.3,1,59.6,69.2,30,60,1,6,1
0.3,2,103.2,56.8,10,-10,1.2,7,1
0.3,3,193.6,237.2,-20,-40,1.5,8,1
0.3,4,284,86.4,-50,20,0.9,5.5,1
0.3,5,121.6,110.4,5,-30,1,6,1
0.32,1,60.2,70.4,30,60,1,6,1
0.32,2,103.4,56.6,10,-10,1.2,7,1
0.32,3,193.2,236.4,-20,-40,1.5,8,1
0.32,4,283,86.8,-50,20,0.9,5.5,1
0.32,5,121.7,109.8,5,-30,1,6,1
0.34,1,60.8,71.6,30,60,1,6,1
0.34,2,103.6,56.4,10,-10,1.2,7,1
0.34,3,192.8,235.6,-20,-40,1.5,8,1
0.34,4,282,87.2,-50,20,0.9,5.5,1
0.34,5,121.8,109.2,5,-30,1,6,1
0.36,1,61.4,72.8,30,60,1,6,1
0.36,2,103.8,56.2,10,-10,1.2,7,1
0.36,3,192.4,234.8,-20,-40,1.5,8,1
0.36,4,281,87.6,-50,20,0.9,5.5,1
0.36,5,121.9,108.6,5,-30,1,6,1
0.38,1,62,74,30,60,1,6,1
0.38,2,104,56,10,-10,1.2,7,1
0.38,3,192,234,-20,-40,1.5,8,1
0.38,4,280,88,-50,20,0.9,5.5,1
0.38,5,122,108,5,-30,1,6,1
0.4,1,62.6,75.2,30,60,1,6,1
0.4,2,104.2,55.8,10,-10,1.2,7,1
0.4,3,191.6,233.2,-20,-40,1.5,8,1
0.4,4,279,88.4,-50,20,0.9,5.5,1
0.4,5,122.1,107.4,5,-30,1,6,1
0.42,1,63.2,76.4,30,60,1,6,1
0.42,2,104.4,55.6,10,-10,1.2,7,1
0.42,3,191.2,232.4,-20,-40,1.5,8,1
0.42,4,278,88.8,-50,20,0.9,5.5,1
0.42,5,122.2,106.8,5,-30,1,6,1
0.44,1,63.8,77.6,30,60,1,6,1
0.44,2,104.6,55.4,10,-10,1.2,7,1
0.44,3,190.8,231.6,-20,-40,1.5,8,1
0.44,4,277,89.2,-50,20,0.9,5.5,1
0.44,5,122.3,106.2,5,-30,1,6,1
0.46,1,64.4,78.8,30,60,1,6,1
0.46,2,104.8,55.2,10,-10,1.2,7,1
0.46,3,190.4,230.8,-20,-40,1.5,8,1
0.46,4,276,89.6,-50,20,0.9,5.5,1
0.46,5,122.4,105.6,5,-30,1,6,1
0.48,1,65,80,30,60,1,6,1
0.48,2,105,55,10,-10,1.2,7,1
0.48,3,190,230,-20,-40,1.5,8,1
0.48,4,275,90,-50,20,0.9,5.5,1
0.48,5,122.5,105,5,-30,1,6,1
0.5,1,65.6,81.2,30,60,1,6,1
0.5,2,105.2,54.8,10,-10,1.2,7,1
0.5,3,189.6,229.2,-20,-40,1.5,8,1
0.5,4,274,90.4,-50,20,0.9,5.5,1
0.5,5,122.6,104.4,5,-30,1,6,1
0.52,1,66.2,82.4,30,60,1,6,1
0.52,2,105.4,54.6,10,-10,1.2,7,1
0.52,3,189.2,228.4,-20,-40,1.5,8,1
0.52,4,273,90.8,-50,20,0.9,5.5,1
0.52,5,122.7,103.8,5,-30,1,6,1
0.54,1,66.8,83.6,30,60,1,6,1
0.54,2,105.6,54.4,10,-10,1.2,7,1
0.54,3,188.8,227.6,-20,-40,1.5,8,1
0.54,4,272,91.2,-50,20,0.9,5.5,1
0.54,5,122.8,103.2,5,-30,1,6,1
0.56,1,67.4,84.8,30,60,1,6,1
0.56,2,105.8,54.2,10,-10,1.2,7,1
0.56,3,188.4,226.8,-20,-40,1.5,8,1
0.56,4,271,91.6,-50,20,0.9,5.5,1
0.56,5,122.9,102.6,5,-30,1,6,1
0.58,1,68,86,30,60,1,6,1
0.58,2,106,54,10,-10,1.2,7,1
0.58,3,188,226,-20,-40,1.5,8,1
0.58,4,270,92,-50,20,0.9,5.5,1
0.58,5,123,102,5,-30,1,6,1
0.6,1,68.6,87.2,30,60,1,6,1
0.6,2,106.2,53.8,10,-10,1.2,7,1
0.6,3,187.6,225.2,-20,-40,1.5,8,1
0.6,4,269,92.4,-50,20,0.9,5.5,1
0.6,5,123.1,101.4,5,-30,1,6,1
0.62,1,69.2,88.4,30,60,1,6,1
0.62,2,106.4,53.6,10,-10,1.2,7,1
0.62,3,187.2,224.4,-20,-40,1.5,8,1
0.62,4,268,92.8,-50,20,0.9,5.5,1
0.62,5,123.2,100.8,5,-30,1,6,1
0.64,1,69.8,89.6,30,60,1,6,1
0.64,2,106.6,53.4,10,-10,1.2,7,1
0.64,3,186.8,223.6,-20,-40,1.5,8,1
0.64,4,267,93.2,-50,20,0.9,5.5,1
0.64,5,123.3,100.2,5,-30,1,6,1
0.66,1,70.4,90.8,30,60,1,6,1
0.66,2,106.8,53.2,10,-10,1.2,7,1
0.66,3,186.4,222.8,-20,-40,1.5,8,1
0.66,4,266,93.6,-50,20,0.9,5.5,1
0.66,5,123.4,99.6,5,-30,1,6,1
0.68,1,71,92,30,60,1,6,1
0.68,2,107,53,10,-10,1.2,7,1
0.68,3,186,222,-20,-40,1.5,8,1
0.68,4,265,94,-50,20,0.9,5.5,1
0.68,5,123.5,99,5,-30,1,6,1
0.7,1,71.6,93.2,30,60,1,6,1
0.7,2,107.2,52.8,10,-10,1.2,7,1
0.7,3,185.6,221.2,-20,-40,1.5,8,1
0.7,4,264,94.4,-50,20,0.9,5.5,1
0.7,5,123.6,98.4,5,-30,1,6,1
0.72,1,72.2,94.4,30,60,1,6,1
0.72,2,107.4,52.6,10,-10,1.2,7,1
0.72,3,185.2,220.4,-20,-40,1.5,8,1
0.72,4,263,94.8,-50,20,0.9,5.5,1
0.72,5,123.7,97.8,5,-30,1,6,1
0.74,1,72.8,95.6,30,60,1,6,1
0.74,2,107.6,52.4,10,-10,1.2,7,1
0.74,3,184.8,219.6,-20,-40,1.5,8,1
0.74,4,262,95.2,-50,20,0.9,5.5,1
0.74,5,123.8,97.2,5,-30,1,6,1
0.76,1,73.4,96.8,30,60,1,6,1
0.76,2,107.8,52.2,10,-10,1.2,7,1
0.76,3,184.4,218.8,-20,-40,1.5,8,1
0.76,4,261,95.6,-50,20,0.9,5.5,1
0.76,5,123.9,96.6,5,-30,1,6,1
0.78,1,74,98,30,60,1,6,1
0.78,2,108,52,10,-10,1.2,7,1
0.78,3,184,218,-20,-40,1.5,8,1
0.78,4,260,96,-50,20,0.9,5.5,1
0.78,5,124,96,5,-30,1,6,1
0.8,1,74.6,99.2,30,60,1,6,1
0.8,2,108.2,51.8,10,-10,1.2,7,1
0.8,3,183.6,217.2,-20,-40,1.5,8,1
0.8,4,259,96.4,-50,20,0.9,5.5,1
0.8,5,124.1,95.4,5,-30,1,6,1
0.82,1,75.2,100.4,30,60,1,6,1
0.82,2,108.4,51.6,10,-10,1.2,7,1
0.82,3,183.2,216.4,-20,-40,1.5,8,1
0.82,4,258,96.8,-50,20,0.9,5.5,1
0.82,5,124.2,94.8,5,-30,1,6,1
0.84,1,75.8,101.6,30,60,1,6,1
0.84,2,108.6,51.4,10,-10,1.2,7,1
0.84,3,182.8,215.6,-20,-40,1.5,8,1
0.84,4,257,97.2,-50,20,0.9,5.5,1
0.84,5,124.3,94.2,5,-30,1,6,1
0.86,1,76.4,102.8,30,60,1,6,1
0.86,2,108.8,51.2,10,-10,1.2,7,1
0.86,3,182.4,214.8,-20,-40,1.5,8,1
0.86,4,256,97.6,-50,20,0.9,5.5,1
0.86,5,124.4,93.6,5,-30,1,6,1
0.88,1,77,104,30,60,1,6,1
0.88,2,109,51,10,-10,1.2,7,1
0.88,3,182,214,-20,-40,1.5,8,1
0.88,4,255,98,-50,20,0.9,5.5,1
0.88,5,124.5,93,5,-30,1,6,1
0.9,1,77.6,105.2,30,60,1,6,1
0.9,2,109.2,50.8,10,-10,1.2,7,1
0.9,3,181.6,213.2,-20,-40,1.5,8,1
0.9,4,254,98.4,-50,20,0.9,5.5,1
0.9,5,124.6,92.4,5,-30,1,6,1
0.92,1,78.2,106.4,30,60,1,6,1
0.92,2,109.4,50.6,10,-10,1.2,7,1
0.92,3,181.2,212.4,-20,-40,1.5,8,1
0.92,4,253,98.8,-50,20,0.9,5.5,1
0.92,5,124.7,91.8,5,-30,1,6,1
0.94,1,78.8,107.6,30,60,1,6,1
0.94,2,109.6,50.4,10,-10,1.2,7,1
0.94,3,180.8,211.6,-20,-40,1.5,8,1
0.94,4,252,99.2,-50,20,0.9,5.5,1
0.94,5,124.8,91.2,5,-30,1,6,1
0.96,1,79.4,108.8,30,60,1,6,1
0.96,2,109.8,50.2,10,-10,1.2,7,1
0.96,3,180.4,210.8,-20,-40,1.5,8,1
0.96,4,251,99.6,-50,20,0.9,5.5,1
0.96,5,124.9,90.6,5,-30,1,6,1
0.98,1,80,110,30,60,1,6,1
0.98,2,110,50,10,-10,1.2,7,1
0.98,3,180,210,-20,-40,1.5,8,1
0.98,4,250,100,-50,20,0.9,5.5,1
0.98,5,125,90,5,-30,1,6,1
1,1,80.6,111.2,30,60,1,6,1
1,2,110.2,49.8,10,-10,1.2,7,1
1,3,179.6,209.2,-20,-40,1.5,8,1
1,4,249,100.4,-50,20,0.9,5.5,1
1,5,125.1,89.4,5,-30,1,6,1
1.02,1,81.2,112.4,30,60,1,6,1
1.02,2,110.4,49.6,10,-10,1.2,7,1
1.02,3,179.2,208.4,-20,-40,1.5,8,1
1.02,4,248,100.8,-50,20,0.9,5.5,1
1.02,5,125.2,88.8,5,-30,1,6,1
1.04,1,81.8,113.6,30,60,1,6,1
1.04,2,110.6,49.4,10,-10,1.2,7,1
1.04,3,178.8,207.6,-20,-40,1.5,8,1
1.04,4,247,101.2,-50,20,0.9,5.5,1
1.04,5,125.3,88.2,5,-30,1,6,1
1.06,1,82.4,114.8,30,60,1,6,1
1.06,2,110.8,49.2,10,-10,1.2,7,1
1.06,3,178.4,206.8,-20,-40,1.5,8,1
1.06,4,246,101.6,-50,20,0.9,5.5,1
1.06,5,125.4,87.6,5,-30,1,6,1
1.08,1,83,116,30,60,1,6,1
1.08,2,111,49,10,-10,1.2,7,1
1.08,3,178,206,-20,-40,1.5,8,1
1.08,4,245,102,-50,20,0.9,5.5,1
1.08,5,125.5,87,5,-30,1,6,1
1.1,1,83.6,117.2,30,60,1,6,1
1.1,2,111.2,48.8,10,-10,1.2,7,1
1.1,3,177.6,205.2,-20,-40,1.5,8,1
1.1,4,244,102.4,-50,20,0.9,5.5,1
1.1,5,125.6,86.4,5,-30,1,6,1
1.12,1,84.2,118.4,30,60,1,6,1
1.12,2,111.4,48.6,10,-10,1.2,7,1
1.12,3,177.2,204.4,-20,-40,1.5,8,1
1.12,4,243,102.8,-50,20,0.9,5.5,1
1.12,5,125.7,85.8,5,-30,1,6,1
1.14,1,84.8,119.6,30,60,1,6,1
1.14,2,111.6,48.4,10,-10,1.2,7,1
1.14,3,176.8,203.6,-20,-40,1.5,8,1
1.14,4,242,103.2,-50,20,0.9,5.5,1
1.14,5,125.8,85.2,5,-30,1,6,1
1.16,1,85.4,120.8,30,60,1,6,1
1.16,2,111.8,48.2,10,-10,1.2,7,1
1.16,3,176.4,202.8,-20,-40,1.5,8,1
1.16,4,241,103.6,-50,20,0.9,5.5,1
1.16,5,125.9,84.6,5,-30,1,6,1
1.18,1,86,122,30,60,1,6,1
1.18,2,112,48,10,-10,1.2,7,1
1.18,3,176,202,-20,-40,1.5,8,1
1.18,4,240,104,-50,20,0.9,5.5,1
1.18,5,126,84,5,-30,1,6,1
1.2,1,86.6,123.2,30,60,1,6,1
1.2,2,112.2,47.8,10,-10,1.2,7,1
1.2,3,175.6,201.2,-20,-40,1.5,8,1
1.2,4,239,104.4,-50,20,0.9,5.5,1
1.2,5,126.1,83.4,5,-30,1,6,1
1.22,1,87.2,124.4,30,60,1,6,1
1.22,2,112.4,47.6,10,-10,1.2,7,1
1.22,3,175.2,200.4,-20,-40,1.5,8,1
1.22,4,238,104.8,-50,20,0.9,5.5,1
1.22,5,126.2,82.8,5,-30,1,6,1
1.24,1,87.8,125.6,30,60,1,6,1
1.24,2,112.6,47.4,10,-10,1.2,7,1
1.24,3,174.8,199.6,-20,-40,1.5,8,1
1.24,4,237,105.2,-50,20,0.9,5.5,1
1.24,5,126.3,82.2,5,-30,1,6,1
1.26,1,88.4,126.8,30,60,1,6,1
1.26,2,112.8,47.2,10,-10,1.2,7,1
1.26,3,174.4,198.8,-20,-40,1.5,8,1
1.26,4,236,105.6,-50,20,0.9,5.5,1
1.26,5,126.4,81.6,5,-30,1,6,1
1.28,1,89,128,30,60,1,6,1
1.28,2,113,47,10,-10,1.2,7,1
1.28,3,174,198,-20,-40,1.5,8,1
1.28,4,235,106,-50,20,0.9,5.5,1
1.28,5,126.5,81,5,-30,1,6,1
1.3,1,89.6,129.2,30,60,1,6,1
1.3,2,113.2,46.8,10,-10,1.2,7,1
1.3,3,173.6,197.2,-20,-40,1.5,8,1
1.3,4,234,106.4,-50,20,0.9,5.5,1
1.3,5,126.6,80.4,5,-30,1,6,1
1.32,1,90.2,130.4,30,60,1,6,1
1.32,2,113.4,46.6,10,-10,1.2,7,1
1.32,3,173.2,196.4,-20,-40,1.5,8,1
1.32,4,233,106.8,-50,20,0.9,5.5,1
1.32,5,126.7,79.8,5,-30,1,6,1
1.34,1,90.8,131.6,30,60,1,6,1
1.34,2,113.6,46.4,10,-10,1.2,7,1
1.34,3,172.8,195.6,-20,-40,1.5,8,1
1.34,4,232,107.2,-50,20,0.9,5.5,1
1.34,5,126.8,79.2,5,-30,1,6,1
1.36,1,91.4,132.8,30,60,1,6,1
1.36,2,113.8,46.2,10,-10,1.2,7,1
1.36,3,172.4,194.8,-20,-40,1.5,8,1
1.36,4,231,107.6,-50,20,0.9,5.5,1
1.36,5,126.9,78.6,5,-30,1,6,1
1.38,1,92,134,30,60,1,6,1
1.38,2,114,46,10,-10,1.2,7,1
1.38,3,172,194,-20,-40,1.5,8,1
1.38,4,230,108,-50,20,0.9,5.5,1
1.38,5,127,78,5,-30,1,6,1
1.4,1,92.6,135.2,30,60,1,6,1
1.4,2,114.2,45.8,10,-10,1.2,7,1
1.4,3,171.6,193.2,-20,-40,1.5,8,1
1.4,4,229,108.4,-50,20,0.9,5.5,1
1.4,5,127.1,77.4,5,-30,1,6,1
1.42,1,93.2,136.4,30,60,1,6,1
1.42,2,114.4,45.6,10,-10,1.2,7,1
1.42,3,171.2,192.4,-20,-40,1.5,8,1
1.42,4,228,108.8,-50,20,0.9,5.5,1
1.42,5,127.2,76.8,5,-30,1,6,1
1.44,1,93.8,137.6,30,60,1,6,1
1.44,2,114.6,45.4,10,-10,1.2,7,1
1.44,3,170.8,191.6,-20,-40,1.5,8,1
1.44,4,227,109.2,-50,20,0.9,5.5,1
1.44,5,127.3,76.2,5,-30,1,6,1
1.46,1,94.4,138.8,30,60,1,6,1
1.46,2,114.8,45.2,10,-10,1.2,7,1
1.46,3,170.4,190.8,-20,-40,1.5,8,1
1.46,4,226,109.6,-50,20,0.9,5.5,1
1.46,5,127.4,75.6,5,-30,1,6,1
1.48,1,95,140,30,60,1,6,1
1.48,2,115,45,10,-10,1.2,7,1
1.48,3,170,190,-20,-40,1.5,8,1
1.48,4,225,110,-50,20,0.9,5.5,1
1.48,5,127.5,75,5,-30,1,6,1
1.5,1,95.6,141.2,30,60,1,6,1
1.5,2,115.2,44.8,10,-10,1.2,7,1
1.5,3,169.6,189.2,-20,-40,1.5,8,1
1.5,4,224,110.4,-50,20,0.9,5.5,1
1.5,5,127.6,74.4,5,-30,1,6,1
1.52,1,96.2,142.4,30,60,1,6,1
1.52,2,115.4,44.6,10,-10,1.2,7,1
1.52,3,169.2,188.4,-20,-40,1.5,8,1
1.52,4,223,110.8,-50,20,0.9,5.5,1
1.52,5,127.7,73.8,5,-30,1,6,1
