time,id,x,y,vx,vy,mass,radius,alive
8.08,1,293,52.8,30,-60,1,6,1
8.08,2,171.682,85.5832,7.72727,19.0909,2.2,9.21954,1
8.08,3,28.3568,160.266,29.0811,-10.5081,1.5,8,1
8.08,4,217.686,61.6414,-6.67257,-21.9115,0.9,5.5,1
8.1,1,293.6,51.6,30,-60,1,6,1
8.1,2,171.836,85.965,7.72727,19.0909,2.2,9.21954,1
8.1,3,28.9384,160.055,29.0811,-10.5081,1.5,8,1
8.1,4,217.553,61.2031,-6.67257,-21.9115,0.9,5.5,1
8.12,1,294.2,50.4,30,-60,1,6,1
8.12,2,171.991,86.3468,7.72727,19.0909,2.2,9.21954,1
8.12,3,29.52,159.845,29.0811,-10.5081,1.5,8,1
8.12,4,217.419,60.7649,-6.67257,-21.9115,0.9,5.5,1
8.14,1,294.8,49.2,30,-60,1,6,1
8.14,2,172.145,86.7286,7.72727,19.0909,2.2,9.21954,1
8.14,3,30.1016,159.635,29.0811,-10.5081,1.5,8,1
8.14,4,217.286,60.3267,-6.67257,-21.9115,0.9,5.5,1
8.16,1,295.4,48,30,-60,1,6,1
8.16,2,172.3,87.1105,7.72727,19.0909,2.2,9.21954,1
8.16,3,30.6832,159.425,29.0811,-10.5081,1.5,8,1
8.16,4,217.152,59.8884,-6.67257,-21.9115,0.9,5.5,1
8.18,1,296,46.8,30,-60,1,6,1
8.18,2,172.455,87.4923,7.72727,19.0909,2.2,9.21954,1
8.18,3,31.2649,159.215,29.0811,-10.5081,1.5,8,1
8.18,4,217.019,59.4502,-6.67257,-21.9115,0.9,5.5,1
8.2,1,296.6,45.6,30,-60,1,6,1
8.2,2,172.609,87.8741,7.72727,19.0909,2.2,9.21954,1
8.2,3,31.8465,159.005,29.0811,-10.5081,1.5,8,1
8.2,4,216.885,59.012,-6.67257,-21.9115,0.9,5.5,1
8.22,1,297.2,44.4,30,-60,1,6,1
8.22,2,172.764,88.2559,7.72727,19.0909,2.2,9.21954,1
8.22,3,32.4281,158.794,29.0811,-10.5081,1.5,8,1
8.22,4,216.752,58.5737,-6.67257,-21.9115,0.9,5.5,1
8.24,1,297.8,43.2,30,-60,1,6,1
8.24,2,172.918,88.6377,7.72727,19.0909,2.2,9.21954,1
8.24,3,33.0097,158.584,29.0811,-10.5081,1.5,8,1
8.24,4,216.619,58.1355,-6.67257,-21.9115,0.9,5.5,1
8.26,1,298.4,42,30,-60,1,6,1
8.26,2,173.073,89.0195,7.72727,19.0909,2.2,9.21954,1
8.26,3,33.5914,158.374,29.0811,-10.5081,1.5,8,1
8.26,4,216.485,57.6973,-6.67257,-21.9115,0.9,5.5,1
8.28,1,299,40.8,30,-60,1,6,1
8.28,2,173.227,89.4014,7.72727,19.0909,2.2,9.21954,1
8.28,3,34.173,158.164,29.0811,-10.5081,1.5,8,1
8.28,4,216.352,57.2591,-6.67257,-21.9115,0.9,5.5,1
8.3,1,299.6,39.6,30,-60,1,6,1
8.3,2,173.382,89.7832,7.72727,19.0909,2.2,9.21954,1
8.3,3,34.7546,157.954,29.0811,-10.5081,1.5,8,1
8.3,4,216.218,56.8208,-6.67257,-21.9115,0.9,5.5,1
8.32,1,300.2,38.4,30,-60,1,6,1
8.32,2,173.536,90.165,7.72727,19.0909,2.2,9.21954,1
8.32,3,35.3362,157.744,29.0811,-10.5081,1.5,8,1
8.32,4,216.085,56.3826,-6.67257,-21.9115,0.9,5.5,1
8.34,1,300.8,37.2,30,-60,1,6,1
8.34,2,173.691,90.5468,7.72727,19.0909,2.2,9.21954,1
8.34,3,35.9178,157.533,29.0811,-10.5081,1.5,8,1
8.34,4,215.951,55.9444,-6.67257,-21.9115,0.9,5.5,1
8.36,1,301.4,36,30,-60,1,6,1
8.36,2,173.845,90.7805,7.72727,-11.4545,2.2,9.21954,1
8.36,3,36.4995,157.323,29.0811,-10.5081,1.5,8,1
8.36,4,215.818,55.5061,-6.67257,-21.9115,0.9,5.5,1
8.38,1,302,34.8,30,-60,1,6,1
8.38,2,174,90.5514,7.72727,-11.4545,2.2,9.21954,1
8.38,3,37.0811,157.113,29.0811,-10.5081,1.5,8,1
8.38,4,215.684,55.0679,-6.67257,-21.9115,0.9,5.5,1
8.4,1,302.6,33.6,30,-60,1,6,1
8.4,2,174.155,90.3223,7.72727,-11.4545,2.2,9.21954,1
8.4,3,37.6627,156.903,29.0811,-10.5081,1.5,8,1
8.4,4,215.551,54.6297,-6.67257,-21.9115,0.9,5.5,1
8.42,1,303.2,32.4,30,-60,1,6,1
8.42,2,174.309,90.0932,7.72727,-11.4545,2.2,9.21954,1
8.42,3,38.2443,156.693,29.0811,-10.5081,1.5,8,1
8.42,4,215.418,54.1914,-6.67257,-21.9115,0.9,5.5,1
8.44,1,303.8,31.2,30,-60,1,6,1
8.44,2,174.464,89.8641,7.72727,-11.4545,2.2,9.21954,1
8.44,3,38.8259,156.483,29.0811,-10.5081,1.5,8,1
8.44,4,215.284,53.7532,-6.67257,-21.9115,0.9,5.5,1
8.46,1,304.4,30,30,-60,1,6,1
8.46,2,174.618,89.635,7.72727,-11.4545,2.2,9.21954,1
8.46,3,39.4076,156.272,29.0811,-10.5081,1.5,8,1
8.46,4,215.151,53.315,-6.67257,-21.9115,0.9,5.5,1
8.48,1,305,28.8,30,-60,1,6,1
8.48,2,174.773,89.4059,7.72727,-11.4545,2.2,9.21954,1
8.48,3,39.9892,156.062,29.0811,-10.5081,1.5,8,1
8.48,4,215.017,52.8768,-6.67257,-21.9115,0.9,5.5,1
8.5,1,305.6,27.6,30,-60,1,6,1
8.5,2,174.927,89.1768,7.72727,-11.4545,2.2,9.21954,1
8.5,3,40.5708,155.852,29.0811,-10.5081,1.5,8,1
8.5,4,214.884,52.4385,-6.67257,-21.9115,0.9,5.5,1
8.52,1,306.2,26.4,30,-60,1,6,1
8.52,2,175.082,88.9477,7.72727,-11.4545,2.2,9.21954,1
8.52,3,41.1524,155.642,29.0811,-10.5081,1.5,8,1
8.52,4,214.75,52.0003,-6.67257,-21.9115,0.9,5.5,1
8.54,1,306.8,25.2,30,-60,1,6,1
8.54,2,175.236,88.7186,7.72727,-11.4545,2.2,9.21954,1
8.54,3,41.7341,155.432,29.0811,-10.5081,1.5,8,1
8.54,4,214.617,51.5621,-6.67257,-21.9115,0.9,5.5,1
8.56,1,307.4,24,30,-60,1,6,1
8.56,2,175.391,88.4895,7.72727,-11.4545,2.2,9.21954,1
8.56,3,42.3157,155.222,29.0811,-10.5081,1.5,8,1
8.56,4,214.483,51.1238,-6.67257,-21.9115,0.9,5.5,1
8.58,1,308,22.8,30,-60,1,6,1
8.58,2,175.545,88.2605,7.72727,-11.4545,2.2,9.21954,1
8.58,3,42.8973,155.011,29.0811,-10.5081,1.5,8,1
8.58,4,214.35,50.6856,-6.67257,-21.9115,0.9,5.5,1
8.6,1,308.6,21.6,30,-60,1,6,1
8.6,2,175.7,88.0314,7.72727,-11.4545,2.2,9.21954,1
8.6,3,43.4789,154.801,29.0811,-10.5081,1.5,8,1
8.6,4,214.216,50.2474,-6.67257,-21.9115,0.9,5.5,1
8.62,1,309.2,20.4,30,-60,1,6,1
8.62,2,175.855,87.8023,7.72727,-11.4545,2.2,9.21954,1
8.62,3,44.0605,154.591,29.0811,-10.5081,1.5,8,1
8.62,4,214.083,49.8091,-6.67257,-21.9115,0.9,5.5,1
8.64,1,309.8,19.2,30,-60,1,6,1
8.64,2,176.009,87.5732,7.72727,-11.4545,2.2,9.21954,1
8.64,3,44.6422,154.381,29.0811,-10.5081,1.5,8,1
8.64,4,213.95,49.3709,-6.67257,-21.9115,0.9,5.5,1
8.66,1,310.4,18,30,-60,1,6,1
8.66,2,176.164,87.3441,7.72727,-11.4545,2.2,9.21954,1
8.66,3,45.2238,154.171,29.0811,-10.5081,1.5,8,1
8.66,4,213.816,48.9327,-6.67257,-21.9115,0.9,5.5,1
8.68,1,311,16.8,30,-60,1,6,1
8.68,2,176.318,87.115,7.72727,-11.4545,2.2,9.21954,1
8.68,3,45.8054,153.961,29.0811,-10.5081,1.5,8,1
8.68,4,213.683,48.4945,-6.67257,-21.9115,0.9,5.5,1
8.7,1,311.6,15.6,30,-60,1,6,1
8.7,2,176.473,86.8859,7.72727,-11.4545,2.2,9.21954,1
8.7,3,46.387,153.75,29.0811,-10.5081,1.5,8,1
8.7,4,213.549,48.0562,-6.67257,-21.9115,0.9,5.5,1
8.72,1,312.2,14.4,30,-60,1,6,1
8.72,2,176.627,86.6568,7.72727,-11.4545,2.2,9.21954,1
8.72,3,46.9686,153.54,29.0811,-10.5081,1.5,8,1
8.72,4,213.416,47.618,-6.67257,-21.9115,0.9,5.5,1
8.74,1,312.8,13.2,30,-60,1,6,1
8.74,2,176.782,86.4277,7.72727,-11.4545,2.2,9.21954,1
8.74,3,47.5503,153.33,29.0811,-10.5081,1.5,8,1
8.74,4,213.282,47.1798,-6.67257,-21.9115,0.9,5.5,1
8.76,1,313.4,12,30,-60,1,6,1
8.76,2,176.936,86.1986,7.72727,-11.4545,2.2,9.21954,1
8.76,3,48.1319,153.12,29.0811,-10.5081,1.5,8,1
8.76,4,213.149,46.7415,-6.67257,-21.9115,0.9,5.5,1
8.78,1,314,10.8,30,-60,1,6,1
8.78,2,177.091,85.9695,7.72727,-11.4545,2.2,9.21954,1
8.78,3,48.7135,152.91,29.0811,-10.5081,1.5,8,1
8.78,4,213.015,46.3033,-6.67257,-21.9115,0.9,5.5,1
8.8,1,314.6,9.6,30,-60,1,6,1
8.8,2,177.245,85.7405,7.72727,-11.4545,2.2,9.21954,1
8.8,3,49.2951,152.7,29.0811,-10.5081,1.5,8,1
8.8,4,212.882,45.8651,-6.67257,-21.9115,0.9,5.5,1
8.82,1,315.2,8.4,30,-60,1,6,1
8.82,2,177.4,85.5114,7.72727,-11.4545,2.2,9.21954,1
8.82,3,49.8768,152.49,29.0811,-10.5081,1.5,8,1
8.82,4,212.748,45.4268,-6.67257,-21.9115,0.9,5.5,1
8.84,1,315.8,7.2,30,-60,1,6,1
8.84,2,177.555,85.2823,7.72727,-11.4545,2.2,9.21954,1
8.84,3,50.4584,152.279,29.0811,-10.5081,1.5,8,1
8.84,4,212.615,44.9886,-6.67257,-21.9115,0.9,5.5,1
8.86,1,316.4,6,30,-60,1,6,1
8.86,2,177.709,85.0532,7.72727,-11.4545,2.2,9.21954,1
8.86,3,51.04,152.069,29.0811,-10.5081,1.5,8,1
8.86,4,212.482,44.5504,-6.67257,-21.9115,0.9,5.5,1
8.88,1,317,6,30,60,1,6,1
8.88,2,177.864,84.8241,7.72727,-11.4545,2.2,9.21954,1
8.88,3,51.6216,151.859,29.0811,-10.5081,1.5,8,1
8.88,4,212.348,44.1122,-6.67257,-21.9115,0.9,5.5,1
8.9,1,317.6,7.2,30,60,1,6,1
8.9,2,178.018,84.595,7.72727,-11.4545,2.2,9.21954,1
8.9,3,52.2032,151.649,29.0811,-10.5081,1.5,8,1
8.9,4,212.215,43.6739,-6.67257,-21.9115,0.9,5.5,1
8.92,1,318.2,8.4,30,60,1,6,1
8.92,2,178.173,84.3659,7.72727,-11.4545,2.2,9.21954,1
8.92,3,52.7849,151.439,29.0811,-10.5081,1.5,8,1
8.92,4,212.081,43.2357,-6.67257,-21.9115,0.9,5.5,1
8.94,1,318.8,9.6,30,60,1,6,1
8.94,2,178.327,84.1368,7.72727,-11.4545,2.2,9.21954,1
8.94,3,53.3665,151.229,29.0811,-10.5081,1.5,8,1
8.94,4,211.948,42.7975,-6.67257,-21.9115,0.9,5.5,1
8.96,1,319.4,10.8,30,60,1,6,1
8.96,2,178.482,83.9077,7.72727,-11.4545,2.2,9.21954,1
8.96,3,53.9481,151.018,29.0811,-10.5081,1.5,8,1
8.96,4,211.814,42.3592,-6.67257,-21.9115,0.9,5.5,1
8.98,1,320,12,30,60,1,6,1
8.98,2,178.636,83.6786,7.72727,-11.4545,2.2,9.21954,1
8.98,3,54.5297,150.808,29.0811,-10.5081,1.5,8,1
8.98,4,211.681,41.921,-6.67257,-21.9115,0.9,5.5,1
9,1,320.6,13.2,30,60,1,6,1
9,2,178.791,83.4495,7.72727,-11.4545,2.2,9.21954,1
9,3,55.1114,150.598,29.0811,-10.5081,1.5,8,1
9,4,211.547,41.4828,-6.67257,-21.9115,0.9,5.5,1
9.02,1,321.2,14.4,30,60,1,6,1
9.02,2,178.945,83.2205,7.72727,-11.4545,2.2,9.21954,1
9.02,3,55.693,150.388,29.0811,-10.5081,1.5,8,1
9.02,4,211.414,41.0445,-6.67257,-21.9115,0.9,5.5,1
9.04,1,321.8,15.6,30,60,1,6,1
9.04,2,179.1,82.9914,7.72727,-11.4545,2.2,9.21954,1
9.04,3,56.2746,150.178,29.0811,-10.5081,1.5,8,1
9.04,4,211.281,40.6063,-6.67257,-21.9115,0.9,5.5,1
9.06,1,322.4,16.8,30,60,1,6,1
9.06,2,179.255,82.7623,7.72727,-11.4545,2.2,9.21954,1
9.06,3,56.8562,149.968,29.0811,-10.5081,1.5,8,1
9.06,4,211.147,40.1681,-6.67257,-21.9115,0.9,5.5,1
9.08,1,323,18,30,60,1,6,1
9.08,2,179.409,82.5332,7.72727,-11.4545,2.2,9.21954,1
9.08,3,57.4378,149.757,29.0811,-10.5081,1.5,8,1
9.08,4,211.014,39.7299,-6.67257,-21.9115,0.9,5.5,1
9.1,1,323.6,19.2,30,60,1,6,1
9.1,2,179.564,82.3041,7.72727,-11.4545,2.2,9.21954,1
9.1,3,58.0195,149.547,29.0811,-10.5081,1.5,8,1
9.1,4,210.88,39.2916,-6.67257,-21.9115,0.9,5.5,1
9.12,1,324.2,20.4,30,60,1,6,1
9.12,2,179.718,82.075,7.72727,-11.4545,2.2,9.21954,1
9.12,3,58.6011,149.337,29.0811,-10.5081,1.5,8,1
9.12,4,210.747,38.8534,-6.67257,-21.9115,0.9,5.5,1
9.14,1,324.8,21.6,30,60,1,6,1
9.14,2,179.873,81.8459,7.72727,-11.4545,2.2,9.21954,1
9.14,3,59.1827,149.127,29.0811,-10.5081,1.5,8,1
9.14,4,210.613,38.4152,-6.67257,-21.9115,0.9,5.5,1
9.16,1,325.4,22.8,30,60,1,6,1
9.16,2,180.027,81.6168,7.72727,-11.4545,2.2,9.21954,1
9.16,3,59.7643,148.917,29.0811,-10.5081,1.5,8,1
9.16,4,210.48,37.9769,-6.67257,-21.9115,0.9,5.5,1
9.18,1,326,24,30,60,1,6,1
9.18,2,180.182,81.3877,7.72727,-11.4545,2.2,9.21954,1
9.18,3,60.3459,148.707,29.0811,-10.5081,1.5,8,1
9.18,4,210.346,37.5387,-6.67257,-21.9115,0.9,5.5,1
9.2,1,326.6,25.2,30,60,1,6,1
9.2,2,180.336,81.1586,7.72727,-11.4545,2.2,9.21954,1
9.2,3,60.9276,148.496,29.0811,-10.5081,1.5,8,1
9.2,4,210.213,37.1005,-6.67257,-21.9115,0.9,5.5,1
9.22,1,327.2,26.4,30,60,1,6,1
9.22,2,180.491,80.9295,7.72727,-11.4545,2.2,9.21954,1
9.22,3,61.5092,148.286,29.0811,-10.5081,1.5,8,1
9.22,4,210.079,36.6622,-6.67257,-21.9115,0.9,5.5,1
9.24,1,327.8,27.6,30,60,1,6,1
9.24,2,180.645,80.7005,7.72727,-11.4545,2.2,9.21954,1
9.24,3,62.0908,148.076,29.0811,-10.5081,1.5,8,1
9.24,4,209.946,36.224,-6.67257,-21.9115,0.9,5.5,1
9.26,1,328.4,28.8,30,60,1,6,1
9.26,2,180.8,80.4714,7.72727,-11.4545,2.2,9.21954,1
9.26,3,62.6724,147.866,29.0811,-10.5081,1.5,8,1
9.26,4,209.813,35.7858,-6.67257,-21.9115,0.9,5.5,1
9.28,1,329,30,30,60,1,6,1
9.28,2,180.955,80.2423,7.72727,-11.4545,2.2,9.21954,1
9.28,3,63.2541,147.656,29.0811,-10.5081,1.5,8,1
9.28,4,209.679,35.3476,-6.67257,-21.9115,0.9,5.5,1
9.3,1,329.6,31.2,30,60,1,6,1
9.3,2,181.109,80.0132,7.72727,-11.4545,2.2,9.21954,1
9.3,3,63.8357,147.446,29.0811,-10.5081,1.5,8,1
9.3,4,209.546,34.9093,-6.67257,-21.9115,0.9,5.5,1
9.32,1,330.2,32.4,30,60,1,6,1
9.32,2,181.264,79.7841,7.72727,-11.4545,2.2,9.21954,1
9.32,3,64.4173,147.235,29.0811,-10.5081,1.5,8,1
9.32,4,209.412,34.4711,-6.67257,-21.9115,0.9,5.5,1
9.34,1,330.8,33.6,30,60,1,6,1
9.34,2,181.418,79.555,7.72727,-11.4545,2.2,9.21954,1
9.34,3,64.9989,147.025,29.0811,-10.5081,1.5,8,1
9.34,4,209.279,34.0329,-6.67257,-21.9115,0.9,5.5,1
9.36,1,331.4,34,30,-36,1,6,1
9.36,2,181.573,79.3259,7.72727,-11.4545,2.2,9.21954,1
9.36,3,65.5805,146.815,29.0811,-10.5081,1.5,8,1
9.36,4,209.145,33.5946,-6.67257,-21.9115,0.9,5.5,1
9.38,1,332,33.28,30,-36,1,6,1
9.38,2,181.727,79.0968,7.72727,-11.4545,2.2,9.21954,1
9.38,3,66.1622,146.605,29.0811,-10.5081,1.5,8,1
9.38,4,209.012,33.1564,-6.67257,-21.9115,0.9,5.5,1
9.4,1,332.6,32.56,30,-36,1,6,1
9.4,2,181.882,78.8677,7.72727,-11.4545,2.2,9.21954,1
9.4,3,66.7438,146.395,29.0811,-10.5081,1.5,8,1
9.4,4,208.878,32.7182,-6.67257,-21.9115,0.9,5.5,1
9.42,1,333.2,31.84,30,-36,1,6,1
9.42,2,182.036,78.6386,7.72727,-11.4545,2.2,9.21954,1
9.42,3,67.3254,146.185,29.0811,-10.5081,1.5,8,1
9.42,4,208.745,32.2799,-6.67257,-21.9115,0.9,5.5,1
9.44,1,333.8,31.12,30,-36,1,6,1
9.44,2,182.191,78.4095,7.72727,-11.4545,2.2,9.21954,1
9.44,3,67.907,145.974,29.0811,-10.5081,1.5,8,1
9.44,4,208.611,31.8417,-6.67257,-21.9115,0.9,5.5,1
9.46,1,334.4,30.4,30,-36,1,6,1
9.46,2,182.345,78.1805,7.72727,-11.4545,2.2,9.21954,1
9.46,3,68.4886,145.764,29.0811,-10.5081,1.5,8,1
9.46,4,208.478,31.4035,-6.67257,-21.9115,0.9,5.5,1
9.48,1,335,29.68,30,-36,1,6,1
9.48,2,182.5,77.9514,7.72727,-11.4545,2.2,9.21954,1
9.48,3,69.0703,145.554,29.0811,-10.5081,1.5,8,1
9.48,4,208.345,30.9653,-6.67257,-21.9115,0.9,5.5,1
9.5,1,335.6,28.96,30,-36,1,6,1
9.5,2,182.655,77.7223,7.72727,-11.4545,2.2,9.21954,1
9.5,3,69.6519,145.344,29.0811,-10.5081,1.5,8,1
9.5,4,208.211,30.527,-6.67257,-21.9115,0.9,5.5,1
9.52,1,336.2,28.24,30,-36,1,6,1
9.52,2,182.809,77.4932,7.72727,-11.4545,2.2,9.21954,1
9.52,3,70.2335,145.134,29.0811,-10.5081,1.5,8,1
9.52,4,208.078,30.0888,-6.67257,-21.9115,0.9,5.5,1
9.54,1,336.8,27.52,30,-36,1,6,1
9.54,2,182.964,77.2641,7.72727,-11.4545,2.2,9.21954,1
9.54,3,70.8151,144.924,29.0811,-10.5081,1.5,8,1
9.54,4,207.944,29.6506,-6.67257,-21.9115,0.9,5.5,1
9.56,1,337.4,26.8,30,-36,1,6,1
9.56,2,183.118,77.035,7.72727,-11.4545,2.2,9.21954,1
9.56,3,71.3968,144.714,29.0811,-10.5081,1.5,8,1
9.56,4,207.811,29.2123,-6.67257,-21.9115,0.9,5.5,1
9.58,1,338,26.08,30,-36,1,6,1
9.58,2,183.273,76.8059,7.72727,-11.4545,2.2,9.21954,1
9.58,3,71.9784,144.503,29.0811,-10.5081,1.5,8,1
9.58,4,207.677,28.7741,-6.67257,-21.9115,0.9,5.5,1
9.6,1,338.6,25.36,30,-36,1,6,1
9.6,2,183.427,76.5768,7.72727,-11.4545,2.2,9.21954,1
9.6,3,72.56,144.293,29.0811,-10.5081,1.5,8,1
9.6,4,207.544,28.3359,-6.67257,-21.9115,0.9,5.5,1
9.62,1,339.2,24.64,30,-36,1,6,1
9.62,2,183.582,76.3477,7.72727,-11.4545,2.2,9.21954,1
9.62,3,73.1416,144.083,29.0811,-10.5081,1.5,8,1
9.62,4,207.41,27.8976,-6.67257,-21.9115,0.9,5.5,1
9.64,1,339.8,23.92,30,-36,1,6,1
9.64,2,183.736,76.1186,7.72727,-11.4545,2.2,9.21954,1
9.64,3,73.7232,143.873,29.0811,-10.5081,1.5,8,1
9.64,4,207.277,27.4594,-6.67257,-21.9115,0.9,5.5,1
9.66,1,340.4,23.2,30,-36,1,6,1
9.66,2,183.891,75.8895,7.72727,-11.4545,2.2,9.21954,1
9.66,3,74.3049,143.663,29.0811,-10.5081,1.5,8,1
9.66,4,207.144,27.0212,-6.67257,-21.9115,0.9,5.5,1
9.68,1,341,22.48,30,-36,1,6,1
9.68,2,184.045,75.6605,7.72727,-11.4545,2.2,9.21954,1
9.68,3,74.8865,143.453,29.0811,-10.5081,1.5,8,1
9.68,4,207.01,26.583,-6.67257,-21.9115,0.9,5.5,1
9.7,1,341.6,21.76,30,-36,1,6,1
9.7,2,184.2,75.4314,7.72727,-11.4545,2.2,9.21954,1
9.7,3,75.4681,143.242,29.0811,-10.5081,1.5,8,1
9.7,4,206.877,26.1447,-6.67257,-21.9115,0.9,5.5,1
9.72,1,342.2,21.04,30,-36,1,6,1
9.72,2,184.355,75.2023,7.72727,-11.4545,2.2,9.21954,1
9.72,3,76.0497,143.032,29.0811,-10.5081,1.5,8,1
9.72,4,206.743,25.7065,-6.67257,-21.9115,0.9,5.5,1
9.74,1,342.8,20.32,30,-36,1,6,1
9.74,2,184.509,74.9732,7.72727,-11.4545,2.2,9.21954,1
9.74,3,76.6314,142.822,29.0811,-10.5081,1.5,8,1
9.74,4,206.61,25.2683,-6.67257,-21.9115,0.9,5.5,1
9.76,1,343.4,19.6,30,-36,1,6,1
9.76,2,184.664,74.7441,7.72727,-11.4545,2.2,9.21954,1
9.76,3,77.213,142.612,29.0811,-10.5081,1.5,8,1
9.76,4,206.476,24.83,-6.67257,-21.9115,0.9,5.5,1
9.78,1,344,18.88,30,-36,1,6,1
9.78,2,184.818,74.515,7.72727,-11.4545,2.2,9.21954,1
9.78,3,77.7946,142.402,29.0811,-10.5081,1.5,8,1
9.78,4,206.343,24.3918,-6.67257,-21.9115,0.9,5.5,1
9.8,1,344.6,18.16,30,-36,1,6,1
9.8,2,184.973,74.2859,7.72727,-11.4545,2.2,9.21954,1
9.8,3,78.3762,142.192,29.0811,-10.5081,1.5,8,1
9.8,4,206.209,23.9536,-6.67257,-21.9115,0.9,5.5,1
9.82,1,345.2,17.44,30,-36,1,6,1
9.82,2,185.127,74.0568,7.72727,-11.4545,2.2,9.21954,1
9.82,3,78.9578,141.981,29.0811,-10.5081,1.5,8,1
9.82,4,206.076,23.5153,-6.67257,-21.9115,0.9,5.5,1
9.84,1,345.8,16.72,30,-36,1,6,1
9.84,2,185.282,73.8277,7.72727,-11.4545,2.2,9.21954,1
9.84,3,79.5395,141.771,29.0811,-10.5081,1.5,8,1
9.84,4,205.942,23.0771,-6.67257,-21.9115,0.9,5.5,1
9.86,1,346.4,16,30,-36,1,6,1
9.86,2,185.436,73.5986,7.72727,-11.4545,2.2,9.21954,1
9.86,3,80.1211,141.561,29.0811,-10.5081,1.5,8,1
9.86,4,205.809,22.6389,-6.67257,-21.9115,0.9,5.5,1
9.88,1,347,15.28,30,-36,1,6,1
9.88,2,185.591,73.3695,7.72727,-11.4545,2.2,9.21954,1
9.88,3,80.7027,141.351,29.0811,-10.5081,1.5,8,1
9.88,4,205.676,22.2007,-6.67257,-21.9115,0.9,5.5,1
9.9,1,347.6,14.56,30,-36,1,6,1
9.9,2,185.745,73.1405,7.72727,-11.4545,2.2,9.21954,1
9.9,3,81.2843,141.141,29.0811,-10.5081,1.5,8,1
9.9,4,205.542,21.7624,-6.67257,-21.9115,0.9,5.5,1
9.92,1,348.2,13.84,30,-36,1,6,1
9.92,2,185.9,72.9114,7.72727,-11.4545,2.2,9.21954,1
9.92,3,81.8659,140.931,29.0811,-10.5081,1.5,8,1
9.92,4,205.409,21.3242,-6.67257,-21.9115,0.9,5.5,1
9.94,1,348.8,13.12,30,-36,1,6,1
9.94,2,186.055,72.6823,7.72727,-11.4545,2.2,9.21954,1
9.94,3,82.4476,140.72,29.0811,-10.5081,1.5,8,1
9.94,4,205.275,20.886,-6.67257,-21.9115,0.9,5.5,1
9.96,1,349.4,12.4,30,-36,1,6,1
9.96,2,186.209,72.4532,7.72727,-11.4545,2.2,9.21954,1
9.96,3,83.0292,140.51,29.0811,-10.5081,1.5,8,1
9.96,4,205.142,20.4477,-6.67257,-21.9115,0.9,5.5,1
9.98,1,350,11.68,30,-36,1,6,1
9.98,2,186.364,72.2241,7.72727,-11.4545,2.2,9.21954,1
9.98,3,83.6108,140.3,29.0811,-10.5081,1.5,8,1
9.98,4,205.008,20.0095,-6.67257,-21.9115,0.9,5.5,1
10,1,350.6,10.96,30,-36,1,6,1
10,2,186.518,71.995,7.72727,-11.4545,2.2,9.21954,1
10,3,84.1924,140.09,29.0811,-10.5081,1.5,8,1
10,4,204.875,19.5713,-6.67257,-21.9115,0.9,5.5,1
10.02,1,351.2,10.24,30,-36,1,6,1
10.02,2,186.673,71.7659,7.72727,-11.4545,2.2,9.21954,1
10.02,3,84.7741,139.88,29.0811,-10.5081,1.5,8,1
10.02,4,204.741,19.133,-6.67257,-21.9115,0.9,5.5,1
10.04,1,351.8,9.52,30,-36,1,6,1
10.04,2,186.827,71.5368,7.72727,-11.4545,2.2,9.21954,1
10.04,3,85.3557,139.67,29.0811,-10.5081,1.5,8,1
10.04,4,204.608,18.6948,-6.67257,-21.9115,0.9,5.5,1
10.06,1,352.4,8.8,30,-36,1,6,1
10.06,2,186.982,71.3077,7.72727,-11.4545,2.2,9.21954,1
10.06,3,85.9373,139.459,29.0811,-10.5081,1.5,8,1
10.06,4,204.475,18.2566,-6.67257,-21.9115,0.9,5.5,1
10.08,1,353,8.08,30,-36,1,6,1
10.08,2,187.136,71.0786,7.72727,-11.4545,2.2,9.21954,1
10.08,3,86.5189,139.249,29.0811,-10.5081,1.5,8,1
10.08,4,204.341,17.8184,-6.67257,-21.9115,0.9,5.5,1
10.1,1,353.6,7.36,30,-36,1,6,1
10.1,2,187.291,70.8495,7.72727,-11.4545,2.2,9.21954,1
10.1,3,87.1005,139.039,29.0811,-10.5081,1.5,8,1
10.1,4,204.208,17.3801,-6.67257,-21.9115,0.9,5.5,1
10.12,1,354.2,6.64,30,-36,1,6,1
10.12,2,187.445,70.6205,7.72727,-11.4545,2.2,9.21954,1
10.12,3,87.6822,138.829,29.0811,-10.5081,1.5,8,1
10.12,4,204.074,16.9419,-6.67257,-21.9115,0.9,5.5,1
10.14,1,354.8,6,30,36,1,6,1
10.14,2,187.6,70.3914,7.72727,-11.4545,2.2,9.21954,1
10.14,3,88.2638,138.619,29.0811,-10.5081,1.5,8,1
10.14,4,203.941,16.5037,-6.67257,-21.9115,0.9,5.5,1
10.16,1,355.4,6.72,30,36,1,6,1
10.16,2,187.755,70.1623,7.72727,-11.4545,2.2,9.21954,1
10.16,3,88.8454,138.409,29.0811,-10.5081,1.5,8,1
10.16,4,203.807,16.0654,-6.67257,-21.9115,0.9,5.5,1
10.18,1,356,7.44,30,36,1,6,1
10.18,2,187.909,69.9332,7.72727,-11.4545,2.2,9.21954,1
10.18,3,89.427,138.198,29.0811,-10.5081,1.5,8,1
10.18,4,203.674,15.6272,-6.67257,-21.9115,0.9,5.5,1
10.2,1,356.6,8.16,30,36,1,6,1
